Wall time,Step,Value
1485992131.9810638,101,-0.1307811737060547
1485992132.785241,201,0.5717299580574036
1485992133.5980678,301,-0.04305160045623779
1485992134.3986495,401,0.22351133823394775
1485992135.1987138,501,-0.01940333843231201
1485992135.9989939,601,0.09812980890274048
1485992136.7943945,701,-0.026442408561706543
1485992137.6067412,801,-0.007117033004760742
1485992138.424092,901,0.0037807822227478027
1485992139.2471607,1001,-0.02416837215423584
1485992140.048345,1101,0.017941594123840332
1485992140.847133,1201,0.10874307155609131
1485992141.6563215,1301,0.032670021057128906
1485992142.4710917,1401,0.001499772071838379
1485992143.286066,1501,0.050778746604919434
1485992144.0901759,1601,0.05568808317184448
1485992144.8902533,1701,0.03139162063598633
1485992145.7114277,1801,0.050977468490600586
1485992146.532212,1901,0.11207598447799683
1485992147.356718,2001,0.055895984172821045
1485992148.1656253,2101,0.05370098352432251
1485992148.9679453,2201,0.051541924476623535
1485992149.779141,2301,0.04721862077713013
1485992150.5907671,2401,0.022768914699554443
1485992151.4150581,2501,0.0676303505897522
1485992152.2241516,2601,0.0356980562210083
1485992153.0312629,2701,0.15488559007644653
1485992153.8518777,2801,0.030208945274353027
1485992154.6632586,2901,0.017825424671173096
1485992155.491348,3001,0.02838212251663208
1485992156.3055162,3101,0.093547523021698
1485992157.1115937,3201,0.07418859004974365
1485992157.9309647,3301,0.07107216119766235
1485992158.7465699,3401,0.14279145002365112
1485992159.5585256,3501,0.12704485654830933
1485992160.3721247,3601,0.13386034965515137
1485992161.17405,3701,0.1316952109336853
1485992161.9954813,3801,0.19188159704208374
1485992162.8128576,3901,0.16884845495224
1485992163.6367228,4001,0.24919092655181885
1485992164.459673,4101,0.39346253871917725
1485992165.2723458,4201,0.27495718002319336
1485992166.0823214,4301,0.4116678833961487
1485992166.8944569,4401,0.2866818308830261
1485992167.7039905,4501,0.19397932291030884
1485992168.5116203,4601,0.3085312843322754
1485992169.3271987,4701,0.26976311206817627
1485992170.148296,4801,0.3301268219947815
1485992170.969362,4901,0.3361809253692627
1485992171.8030913,5001,0.3072718381881714
1485992172.6112342,5101,0.19456177949905396
1485992173.425046,5201,0.3967437148094177
1485992174.2408724,5301,0.439966082572937
1485992175.0571947,5401,0.7105495929718018
1485992175.8737955,5501,0.413451611995697
1485992176.680793,5601,0.3795055150985718
1485992177.4972842,5701,0.37476545572280884
1485992178.3092752,5801,0.6719213724136353
1485992179.1227863,5901,0.3116080164909363
1485992179.9435742,6001,0.7127019166946411
1485992180.7469425,6101,0.3494131565093994
1485992181.5594609,6201,0.4278492331504822
1485992182.3798902,6301,0.501625657081604
1485992183.1998067,6401,0.4776865839958191
1485992184.0204163,6501,0.551268458366394
1485992184.8220787,6601,0.41414254903793335
1485992185.6403296,6701,0.4887503385543823
1485992186.4602954,6801,0.6531906127929688
1485992187.2805896,6901,0.3953750729560852
1485992188.107182,7001,0.5130036473274231
1485992188.9062011,7101,0.5035779476165771
1485992189.7183585,7201,0.613918662071228
1485992190.5359576,7301,0.5660414695739746
1485992191.3525658,7401,0.41817498207092285
1485992192.1701536,7501,0.4584383964538574
1485992192.9726624,7601,0.629682183265686
1485992193.783318,7701,0.45891064405441284
1485992194.5984488,7801,0.5577973127365112
1485992195.4198916,7901,0.6287122964859009
1485992196.2483242,8001,0.5126773118972778
1485992197.0503397,8101,0.6117864847183228
1485992197.8551378,8201,0.5330885052680969
1485992198.6548975,8301,0.5906602144241333
1485992199.446782,8401,0.6067336797714233
1485992200.2607217,8501,0.4577174782752991
1485992201.0662022,8601,0.5319926738739014
1485992201.8826113,8701,0.5351520776748657
1485992202.700907,8801,0.5051312446594238
1485992203.5217593,8901,0.631708025932312
1485992204.3466907,9001,0.6610018014907837
1485992205.1450067,9101,0.6398470401763916
1485992205.9629045,9201,0.3948288559913635
1485992206.7786543,9301,0.47472530603408813
1485992207.5955377,9401,0.6208640933036804
1485992208.4104428,9501,0.6926293969154358
1485992209.2197998,9601,0.4389118552207947
1485992210.030302,9701,0.6240746974945068
1485992210.8441923,9801,0.7979114055633545
1485992211.6632211,9901,0.4470711946487427
1485992212.483319,10001,0.6422492265701294
1485992213.2932673,10101,0.6918373107910156
1485992214.1119049,10201,0.584060549736023
1485992214.9295745,10301,0.6151965856552124
1485992215.7585135,10401,0.6155564785003662
1485992216.5706215,10501,0.694943904876709
1485992217.3783498,10601,0.5815221071243286
1485992218.19933,10701,0.6551518440246582
1485992219.0071867,10801,0.7709819078445435
1485992219.8221936,10901,0.5579713582992554
1485992220.6281629,11001,0.6132887601852417
1485992221.4501371,11101,0.679496169090271
1485992222.262475,11201,0.6638306379318237
1485992223.0732453,11301,0.6611728668212891
1485992223.8757122,11401,0.5324831604957581
1485992224.674109,11501,0.5888652205467224
1485992225.4931648,11601,0.6601653099060059
1485992226.3020132,11701,0.625667154788971
1485992227.1093585,11801,0.6002289056777954
1485992227.9114847,11901,0.4716085195541382
1485992228.7154222,12001,0.6234784126281738
1485992229.5254984,12101,0.4618872404098511
1485992230.3509343,12201,0.6157082319259644
1485992231.166324,12301,0.6855354309082031
1485992231.9806318,12401,0.6338229179382324
1485992232.7792149,12501,0.622786283493042
1485992233.5955536,12601,0.5156717896461487
1485992234.4152634,12701,0.5911600589752197
1485992235.2371678,12801,0.5673847198486328
1485992236.0504708,12901,0.8062188029289246
1485992236.8605614,13001,0.6040141582489014
1485992237.6733387,13101,0.49736058712005615
1485992238.4901097,13201,0.5536917448043823
1485992239.3044424,13301,0.5341583490371704
1485992240.1177258,13401,0.7210129499435425
1485992240.9195526,13501,0.555518627166748
1485992241.7383275,13601,0.637239933013916
1485992242.5544872,13701,0.6338477730751038
1485992243.3707788,13801,0.692653238773346
1485992244.1851964,13901,0.6464797258377075
1485992244.9933453,14001,0.5433206558227539
1485992245.8125846,14101,0.8491709232330322
1485992246.6347644,14201,0.6473556756973267
1485992247.4502645,14301,0.6469308137893677
1485992248.2644703,14401,0.7042965888977051
1485992249.0679188,14501,0.5633845329284668
1485992249.8948278,14601,0.6161052584648132
1485992250.7078784,14701,0.7025763392448425
1485992251.5176127,14801,0.39907020330429077
1485992252.3434873,14901,0.6512902975082397
1485992253.1536047,15001,0.6511668562889099
1485992253.9717555,15101,0.6223238706588745
1485992254.787125,15201,0.813026487827301
1485992255.5987582,15301,0.6552591919898987
1485992256.410641,15401,0.5231001973152161
1485992257.2183802,15501,0.7008497714996338
1485992258.0361125,15601,0.7747390270233154
1485992258.8494368,15701,0.6863964796066284
1485992259.6632078,15801,0.6769636869430542
1485992260.473658,15901,0.581676721572876
1485992261.2885997,16001,0.6224701404571533
1485992262.102114,16101,0.6707850098609924
1485992262.916046,16201,0.5074651837348938
1485992263.737228,16301,0.650088369846344
1485992264.5467618,16401,0.5883877277374268
1485992265.357163,16501,0.7030996084213257
1485992266.1694891,16601,0.7677271962165833
1485992266.9849963,16701,0.5223273038864136
1485992267.798885,16801,0.6897727251052856
1485992268.6059623,16901,0.7784667611122131
1485992269.4289188,17001,0.712415337562561
1485992270.247029,17101,0.6723830103874207
1485992271.0640662,17201,0.7430077791213989
1485992271.8817225,17301,0.6777608394622803
1485992272.6908698,17401,0.6355199813842773
1485992273.4986994,17501,0.6855814456939697
1485992274.3132803,17601,0.7698702812194824
1485992275.1247575,17701,0.6675074100494385
1485992275.9390519,17801,0.737840473651886
1485992276.7413695,17901,0.7197251319885254
1485992277.5590136,18001,0.7061027884483337
1485992278.377418,18101,0.6885451674461365
1485992279.191841,18201,0.7253125905990601
1485992280.0072827,18301,0.6449373960494995
1485992280.8125367,18401,0.6396015882492065
1485992281.6268406,18501,0.6241569519042969
1485992282.4389234,18601,0.6061594486236572
1485992283.2557843,18701,0.778519332408905
1485992284.0649478,18801,0.5564154982566833
1485992284.8682454,18901,0.4912642240524292
1485992285.693296,19001,0.7826660871505737
1485992286.5119941,19101,0.5644513368606567
1485992287.3276987,19201,0.713990330696106
1485992288.1462533,19301,0.8114607334136963
1485992288.9441383,19401,0.5637830495834351
1485992289.7586758,19501,0.8541817665100098
1485992290.5676422,19601,0.7719501256942749
1485992291.3694918,19701,0.6504131555557251
1485992292.179443,19801,0.506193995475769
1485992292.9834704,19901,0.732729971408844
1485992293.8059375,20001,0.7937496900558472
1485992294.6162915,20101,0.6596613526344299
1485992295.4356575,20201,0.49340033531188965
1485992296.2356305,20301,0.5971198081970215
1485992297.0348067,20401,0.7553598880767822
1485992297.8512318,20501,0.6812803745269775
1485992298.6689065,20601,0.8287366628646851
1485992299.4741764,20701,0.608435869216919
1485992300.2852833,20801,0.6977006196975708
1485992301.0890706,20901,0.6274292469024658
1485992301.9135232,21001,0.7297496795654297
1485992302.7277987,21101,0.7457518577575684
1485992303.536613,21201,0.8435941338539124
1485992304.3486142,21301,0.7637001872062683
1485992305.1625202,21401,0.8722584843635559
1485992305.980704,21501,0.6971127986907959
1485992306.8025827,21601,0.7972918748855591
1485992307.6079931,21701,0.6804646253585815
1485992308.4239306,21801,0.6415740847587585
1485992309.2366812,21901,0.47943150997161865
1485992310.0696099,22001,0.6963902711868286
1485992310.881904,22101,0.6478268504142761
1485992311.6985638,22201,0.8008671402931213
1485992312.5140588,22301,0.8819670677185059
1485992313.3295949,22401,0.8057830333709717
1485992314.1453662,22501,0.5192506313323975
1485992314.958683,22601,0.761343777179718
1485992315.7780955,22701,0.7480014562606812
1485992316.592792,22801,0.7363663911819458
1485992317.4036522,22901,0.6808260679244995
1485992318.231834,23001,0.884988009929657
1485992319.045243,23101,0.6296846866607666
1485992319.8544173,23201,0.6019854545593262
1485992320.652476,23301,0.5652511119842529
1485992321.4683213,23401,0.6898312568664551
1485992322.278242,23501,0.6607313752174377
1485992323.0978148,23601,0.7575312256813049
1485992323.9036655,23701,0.7241350412368774
1485992324.7098367,23801,0.6341859102249146
1485992325.5221777,23901,0.7869697213172913
1485992326.3453412,24001,0.691415548324585
1485992327.1584995,24101,0.7942168712615967
1485992327.9684687,24201,0.8413223624229431
1485992328.7707424,24301,0.641589879989624
1485992329.5878541,24401,0.7761566638946533
1485992330.408609,24501,0.7756026387214661
1485992331.218243,24601,0.5663906335830688
1485992332.0228126,24701,0.700718343257904
1485992332.820962,24801,0.6218955516815186
1485992333.6400552,24901,0.8361125588417053
1485992334.4798486,25001,0.6281628608703613
1485992335.304138,25101,0.5855786800384521
1485992336.1189582,25201,0.8196297287940979
1485992336.9175427,25301,0.7980414032936096
1485992337.7260332,25401,0.7104364633560181
1485992338.5428898,25501,0.8291593790054321
1485992339.350667,25601,0.8658773899078369
1485992340.164752,25701,0.9434406161308289
1485992340.96564,25801,0.6418678164482117
1485992341.780287,25901,0.7984064817428589
1485992342.6027908,26001,0.6792694926261902
1485992343.42071,26101,0.8222247958183289
1485992344.2330413,26201,0.6685645580291748
1485992345.0355058,26301,0.7895343899726868
1485992345.8424084,26401,0.700313925743103
1485992346.6557934,26501,0.7711865305900574
1485992347.4674468,26601,0.7325893044471741
1485992348.275794,26701,0.6756088733673096
1485992349.0786629,26801,0.7639129161834717
1485992349.8935184,26901,0.7018139362335205
1485992350.7072902,27001,0.5664691925048828
1485992351.520607,27101,0.753142237663269
1485992352.335108,27201,0.6935927867889404
1485992353.1435614,27301,0.7092218399047852
1485992353.9605484,27401,0.6605900526046753
1485992354.7782595,27501,0.7341271042823792
1485992355.5886006,27601,0.6741740703582764
1485992356.395626,27701,0.6089534759521484
1485992357.199745,27801,0.7162951231002808
1485992358.0165358,27901,0.8511333465576172
1485992358.8404677,28001,0.6364490389823914
1485992359.659052,28101,0.7274504899978638
1485992360.4740853,28201,0.6616888642311096
1485992361.2769766,28301,0.7914149165153503
1485992362.0847626,28401,0.6108430624008179
1485992362.9051929,28501,0.6854866147041321
1485992363.716049,28601,0.8851432800292969
1485992364.5285509,28701,0.7773470878601074
1485992365.3363442,28801,0.7237308621406555
1485992366.1502135,28901,0.7724635601043701
1485992366.9651024,29001,0.7356362342834473
1485992367.7825513,29101,0.7772282958030701
1485992368.5890384,29201,0.44615691900253296
1485992369.4099,29301,0.817133367061615
1485992370.2351425,29401,0.7579652667045593
1485992371.0538356,29501,0.7016633152961731
1485992371.874504,29601,0.7924970984458923
1485992372.6762798,29701,0.6498764157295227
1485992373.4932728,29801,0.5618737936019897
1485992374.3092587,29901,0.7111549377441406
1485992375.136625,30001,0.7066923379898071
1485992375.9540036,30101,0.6286948919296265
1485992376.7626991,30201,0.6706485152244568
1485992377.5693533,30301,0.746029794216156
1485992378.396876,30401,0.6479052305221558
1485992379.2235007,30501,0.772948145866394
1485992380.0324385,30601,0.7313557863235474
1485992380.8323882,30701,0.5095751285552979
1485992381.6448073,30801,0.6880899667739868
1485992382.4615488,30901,0.6797313690185547
1485992383.2772045,31001,0.768808901309967
1485992384.093613,31101,0.6139130592346191
1485992384.8930204,31201,0.8314476013183594
1485992385.7079184,31301,0.8334293365478516
1485992386.5218124,31401,0.7423772215843201
1485992387.3395221,31501,0.7184677124023438
1485992388.1481519,31601,0.8772116303443909
1485992388.9499261,31701,0.6210176944732666
1485992389.7650328,31801,0.5554912090301514
1485992390.5821831,31901,0.7289593815803528
1485992391.406176,32001,0.7833544015884399
1485992392.2210698,32101,0.8426674604415894
1485992393.020636,32201,0.39736074209213257
1485992393.8425941,32301,0.9546413421630859
1485992394.660947,32401,0.7230211496353149
1485992395.474689,32501,0.6765247583389282
1485992396.29282,32601,0.8306066393852234
1485992397.0908222,32701,0.7071115970611572
1485992397.9153128,32801,0.8362488150596619
1485992398.7276578,32901,0.849729597568512
1485992399.5444722,33001,0.6291913390159607
1485992400.3684494,33101,0.7847722768783569
1485992401.170855,33201,0.7965443134307861
1485992401.9962795,33301,0.3938589096069336
1485992402.8064914,33401,0.6829079389572144
1485992403.6252644,33501,0.4588735103607178
1485992404.4409056,33601,0.7719517350196838
1485992405.2476397,33701,0.8738335967063904
1485992406.0638335,33801,0.7895857095718384
1485992406.8789282,33901,0.6836267709732056
1485992407.7039695,34001,0.664686918258667
1485992408.519325,34101,0.6117252111434937
1485992409.3334923,34201,0.7578580379486084
1485992410.1453047,34301,0.8247339725494385
1485992410.9565673,34401,0.7922952771186829
1485992411.7738225,34501,0.7500096559524536
1485992412.5798554,34601,0.8197513818740845
1485992413.3798957,34701,0.9687992930412292
1485992414.1915433,34801,0.7207187414169312
1485992415.0119197,34901,0.7085264325141907
1485992415.8325257,35001,0.8242414593696594
1485992416.6418858,35101,0.8113653659820557
1485992417.4483595,35201,0.7155240774154663
1485992418.2624857,35301,0.7400515079498291
1485992419.0737426,35401,0.8315227627754211
1485992419.8874965,35501,0.6509137153625488
1485992420.691989,35601,0.6766993999481201
1485992421.5195594,35701,0.8141712546348572
1485992422.3437274,35801,0.7140185236930847
1485992423.1573439,35901,0.7167825698852539
1485992423.9728327,36001,0.7830034494400024
1485992424.7751582,36101,0.691253662109375
1485992425.583785,36201,0.8956905603408813
1485992426.3958728,36301,0.7159469127655029
1485992427.2142165,36401,0.8322274684906006
1485992428.0317895,36501,0.8516860008239746
1485992428.835619,36601,0.7439733743667603
1485992429.6474683,36701,0.7455722093582153
1485992430.4637392,36801,0.7046854496002197
1485992431.2668855,36901,0.816556990146637
1485992432.0899055,37001,0.8113387227058411
1485992432.8995397,37101,0.792023241519928
1485992433.7193367,37201,0.8360344767570496
1485992434.5308335,37301,0.7342087030410767
1485992435.344861,37401,0.7277433276176453
1485992436.157073,37501,0.792008638381958
1485992436.9582033,37601,0.7165514826774597
1485992437.761676,37701,0.6201213598251343
1485992439.0780628,37862,0.6824691295623779
1485992439.8903034,37962,0.9754564762115479
1485992440.7015839,38062,0.6590973138809204
1485992441.5186243,38162,0.748774528503418
1485992442.3242347,38262,0.7105796337127686
1485992443.1294632,38362,0.7099224328994751
1485992443.9388213,38462,0.8838934898376465
1485992444.7401178,38562,0.7679716348648071
1485992445.5576682,38662,0.6942059397697449
1485992446.3830876,38762,0.8068252205848694
1485992447.1922777,38862,0.707602858543396
1485992447.9966052,38962,0.7631524801254272
1485992448.796222,39062,0.7667661905288696
1485992449.6055057,39162,0.7072895765304565
1485992450.4224515,39262,0.7045420408248901
1485992451.2318633,39362,0.7781588435173035
1485992452.0395298,39462,0.7220171093940735
1485992452.8405762,39562,0.7922680377960205
1485992453.6572719,39662,0.6223965883255005
1485992454.483491,39762,0.8570416569709778
1485992455.302106,39862,0.6980649828910828
1485992456.1170163,39962,0.8288636207580566
1485992456.9193187,40062,0.8101035356521606
1485992457.7346392,40162,0.7599586844444275
1485992458.5560787,40262,0.508765697479248
1485992459.374158,40362,0.7452985048294067
1485992460.1909652,40462,0.9651570916175842
1485992460.987548,40562,0.737912118434906
1485992461.8012147,40662,0.8265365362167358
1485992462.6236868,40762,0.6037694215774536
1485992463.4373531,40862,0.7657383680343628
1485992464.2515097,40962,0.8186744451522827
1485992465.054915,41062,0.7854993939399719
1485992465.8692632,41162,0.8639425039291382
1485992466.679149,41262,0.8420078754425049
1485992467.4955702,41362,0.7816637754440308
1485992468.318029,41462,0.8404753804206848
1485992469.1180875,41562,0.8038774728775024
1485992469.9305053,41662,0.6341402530670166
1485992470.7607827,41762,0.6072995066642761
1485992471.5710993,41862,0.9674503803253174
1485992472.3834212,41962,0.7854811549186707
1485992473.1857445,42062,0.724423885345459
1485992473.997541,42162,0.8365793228149414
1485992474.8113518,42262,0.6804007887840271
1485992475.6274817,42362,0.8955070972442627
1485992476.4478195,42462,0.6705551147460938
1485992477.2602732,42562,0.8432393074035645
1485992478.0754397,42662,0.7929593920707703
1485992478.8866005,42762,0.6826789379119873
1485992479.699666,42862,0.5799789428710938
1485992480.5083864,42962,0.7405059933662415
1485992481.3176143,43062,0.9322687983512878
1485992482.13657,43162,0.9794769287109375
1485992482.9495287,43262,0.5871540307998657
1485992483.7638261,43362,0.7948637008666992
1485992484.5660517,43462,0.6786948442459106
1485992485.382498,43562,0.969031572341919
1485992486.2011058,43662,0.7032003402709961
1485992487.0291445,43762,0.9623507857322693
1485992487.8401432,43862,0.6883028149604797
1485992488.6468418,43962,0.7543402910232544
1485992489.4598408,44062,0.5448451042175293
1485992490.2810767,44162,0.715949296951294
1485992491.0941184,44262,0.8552181124687195
1485992491.9049897,44362,0.7886104583740234
1485992492.709131,44462,0.8180820941925049
1485992493.5255678,44562,0.9445688128471375
1485992494.3524694,44662,0.6490910649299622
1485992495.1778462,44762,0.7942411303520203
1485992495.987477,44862,0.7518377304077148
1485992496.7937975,44962,0.6826909780502319
1485992497.6225128,45062,0.8406205773353577
1485992498.4424057,45162,0.6722350120544434
1485992499.2650042,45262,0.6053260564804077
1485992500.079358,45362,0.8973848819732666
1485992500.8784485,45462,0.6674396395683289
1485992501.6876647,45562,0.7549827694892883
1485992502.498416,45662,0.8249330520629883
1485992503.325167,45762,0.7629724144935608
1485992504.1432931,45862,0.7739681005477905
1485992504.950174,45962,0.7326126098632812
1485992505.7749336,46062,0.8990774154663086
1485992506.594205,46162,0.9167829751968384
1485992507.4174342,46262,0.7100925445556641
1485992508.246643,46362,0.8217916488647461
1485992509.0486841,46462,0.7665257453918457
1485992509.8668199,46562,0.7849041223526001
1485992510.685855,46662,0.9035747051239014
1485992511.5089724,46762,0.8309946060180664
1485992512.323493,46862,0.8524842262268066
1485992513.1320188,46962,0.5306541919708252
1485992513.9488018,47062,0.720855712890625
1485992514.7648706,47162,0.6930158138275146
1485992515.5736854,47262,0.8954481482505798
1485992516.3868423,47362,0.5764414072036743
1485992517.1918437,47462,0.7582773566246033
1485992517.9917908,47562,0.9807950258255005
1485992518.8069386,47662,0.702306866645813
1485992519.6314816,47762,0.8476623296737671
1485992520.450169,47862,0.8193884491920471
1485992521.257515,47962,0.7341368198394775
1485992522.0703297,48062,0.8265857100486755
1485992522.879299,48162,0.774500846862793
1485992523.6949475,48262,0.8684420585632324
1485992524.5077007,48362,0.8470994234085083
1485992525.3185797,48462,0.8438173532485962
1485992526.1274688,48562,0.875634491443634
1485992526.9427395,48662,0.811579704284668
1485992527.7646444,48762,0.8320425748825073
1485992528.566139,48862,0.8418244123458862
1485992529.3801367,48962,0.754027247428894
1485992530.1930978,49062,0.8075020909309387
1485992531.0064747,49162,0.6808978319168091
1485992531.817106,49262,0.7575672268867493
1485992532.6234965,49362,0.8076804876327515
1485992533.4378414,49462,0.7838258147239685
1485992534.2516577,49562,0.7984073162078857
1485992535.0714118,49662,0.7617899179458618
1485992535.8957233,49762,0.8231568336486816
1485992536.6971927,49862,0.7282054424285889
1485992537.5106778,49962,0.7723692655563354
1485992538.3262846,50062,0.7806224822998047
1485992539.1390166,50162,0.7974075675010681
1485992539.9525566,50262,0.8762953877449036
1485992540.7572265,50362,0.6117100119590759
1485992541.5701885,50462,0.7275290489196777
1485992542.3872023,50562,0.7760635614395142
1485992543.2035027,50662,0.9216363430023193
1485992544.027293,50762,0.8765912055969238
1485992544.8268,50862,0.7201969623565674
1485992545.6441238,50962,0.8829473853111267
1485992546.4603481,51062,0.8714075088500977
1485992547.2736824,51162,0.8557317852973938
1485992548.0894034,51262,0.726834774017334
1485992548.8958673,51362,0.8012577295303345
1485992549.7088258,51462,0.826000452041626
1485992550.531561,51562,0.8320238590240479
1485992551.3591084,51662,0.8247021436691284
1485992552.1834447,51762,0.7181599736213684
1485992552.9843402,51862,0.9671208262443542
1485992553.7997959,51962,0.7698266506195068
1485992554.6191316,52062,0.7039251923561096
1485992555.4407892,52162,0.8684151768684387
1485992556.2599134,52262,0.7490317821502686
1485992557.059179,52362,0.8638613224029541
1485992557.8675854,52462,0.8416600227355957
1485992558.6861353,52562,0.6438038349151611
1485992559.5018954,52662,0.7521345019340515
1485992560.3237395,52762,0.6221778392791748
1485992561.1236658,52862,0.7975307703018188
1485992561.9420824,52962,0.8732941746711731
1485992562.7528603,53062,0.7476252317428589
1485992563.5672915,53162,0.6067370176315308
1485992564.3773582,53262,0.8539190292358398
1485992565.177846,53362,0.8915890455245972
1485992565.9981792,53462,0.8658547401428223
1485992566.8107197,53562,0.8580195307731628
1485992567.6229606,53662,0.9646165370941162
1485992568.4453928,53762,0.778204083442688
1485992569.2540524,53862,0.836868405342102
1485992570.0636907,53962,0.5054264068603516
1485992570.8740847,54062,0.877723217010498
1485992571.687163,54162,0.6977963447570801
1485992572.4937198,54262,0.912556529045105
