Wall time,Step,Value,num_steps
1485994210.70073,213546,0.7670553327,4
1485994211.77409,213946,0.4008104801,4
1485994212.04035,214046,0.5380414724,4
1485994212.58962,214246,0.5858266354,4
1485994212.85071,214346,0.7787466049,4
1485994213.3843,214546,0.9484212995,4
1485994213.65222,214646,0.9072164297,4
1485994213.91602,214746,0.8890478015,4
1485994214.45183,214946,0.6599283814,4
1485994214.71897,215046,0.7640530467,4
1485994215.25294,215246,0.7375286818,4
1485994216.05727,215546,0.8296942711,4
1485994216.5867,215746,0.3179253936,4
1485994216.85017,215846,0.6780648828,4
1485994218.45924,216446,0.8585361838,4
1485994218.7265,216546,0.7479884624,4
1485994218.98967,216646,0.5950508118,4
1485994220.05356,217046,0.6687699556,4
1485994220.58224,217246,0.9737828374,4
1485994221.116,217446,0.84169209,4
1485994222.1934,217846,0.9595925808,4
1485994224.08768,218546,0.7153759599,4
1485994224.88707,218846,0.6773387194,4
1485994225.42646,219046,0.1913515925,4
1485994225.96376,219246,0.9768275619,4
1485994226.23712,219346,0.9509447217,4
1485994227.31876,219746,0.7607269287,4
1485994227.84517,219946,0.7637414932,4
1485994228.11425,220046,0.6554518938,4
1485994228.37958,220146,0.2691698074,4
1485994229.18956,220446,0.9431610703,4
1485994230.27911,220846,0.6036304235,4
1485994230.55416,220946,0.5757930875,4
1485994231.3654,221246,0.3015958667,4
1485994232.16818,221546,0.9544824362,4
1485994233.24549,221946,0.1946185231,4
1485994234.85663,222546,0.9498675466,4
1485994235.12414,222646,0.8388332129,4
1485994235.91583,222946,0.7565617561,4
1485994236.18064,223046,0.9511134624,4
1485994236.71506,223246,0.2083986998,4
1485994237.52241,223546,0.8282785416,4
1485994238.06706,223746,0.5862342119,4
1485994238.34289,223846,0.8466893435,4
1485994238.88651,224046,0.9681438804,4
1485994239.15519,224146,0.3922089934,4
1485994239.42243,224246,0.5632331371,4
1485994239.68808,224346,0.942466259,4
1485994240.22404,224546,0.4353396893,4
1485994240.75975,224746,0.9607731104,4
1485994241.02966,224846,0.9467297196,4
1485994242.11402,225246,0.4135520458,4
1485994242.38343,225346,0.7665542364,4
1485994242.9109,225546,0.6713821888,4
1485994243.72299,225846,0.9056515098,4
1485994244.25993,226046,0.9661484957,4
1485994245.05292,226346,0.9707048535,4
1485994248.24448,227546,0.9128094912,4
1485994249.33341,227946,0.8615448475,4
1485994250.15117,228246,0.8046658039,4
1485994251.49415,228746,0.9522848725,4
1485994252.02208,228946,0.7409695387,4
1485994252.81508,229246,0.7879104018,4
1485994254.43638,229846,0.7371833324,4
1485994254.70108,229946,0.8730106354,4
1485994255.25825,230146,0.7175805569,4
1485994256.05032,230446,0.8477930427,4
1485994256.84851,230746,0.9059323668,4
1485994257.11292,230846,0.7866078615,4
1485994257.38536,230946,0.732293725,4
1485994259.8049,231846,0.5424608588,4
1485994260.07358,231946,0.6735731959,4
1485994260.34306,232046,0.8084374666,4
1485994260.60565,232146,0.7547141314,4
1485994261.14393,232346,0.9431070685,4
1485994261.69069,232546,0.8799663186,4
1485994262.48899,232846,0.8901720047,4
1485994263.82367,233346,0.6995937824,4
1485994264.3609,233546,0.3075376749,4
1485994264.62549,233646,0.9463067651,4
1485994264.88848,233746,0.6608194113,4
1485994265.15705,233846,0.9426670671,4
1485994267.30775,234646,0.4770166278,4
1485994269.70035,235546,0.591213882,4
1485994271.04425,236046,0.6258553863,4
1485994273.19603,236846,0.7534567118,4
1485994273.46988,236946,0.6819016933,4
1485994274.27792,237246,0.3562550545,4
1485994275.36137,237646,0.6192055941,4
1485994276.15883,237946,0.9736176729,4
1485994277.23751,238346,0.6494389772,4
1485994278.03138,238646,0.9423609972,4
1485994278.83524,238946,0.8974834681,4
1485994279.10385,239046,0.782343924,4
1485994279.38213,239146,0.719964087,4
1485994279.91443,239346,0.5848314762,4
1485994282.07499,240146,0.8639681339,4
1485994282.60952,240346,0.4441269636,4
1485994283.14305,240546,0.8941825032,4
1485994283.68295,240746,0.4873872995,4
1485994285.00528,241246,0.7229377031,4
1485994286.35238,241746,0.7708058953,4
1485994288.52825,242546,0.5100831985,4
1485994288.78961,242646,0.6948570609,4
1485994289.05721,242746,0.9331642985,4
1485994290.1406,243146,0.7118768096,4
1485994290.94145,243446,0.8555488586,4
1485994291.74394,243746,0.6843885183,4
1485994293.90317,244546,0.8886755109,4
1485994294.43432,244746,0.9598653913,4
1485994295.50584,245146,0.7200109959,4
1485994295.77337,245246,0.4500405788,4
1485994296.03847,245346,0.9822078347,4
1485994296.30953,245446,0.7980775833,4
1485994296.84019,245646,0.9072347283,4
1485994297.38099,245846,0.5387504101,4
1485994298.19461,246146,0.1842778325,4
1485994299.00313,246446,0.9602664113,4
1485994299.82057,246746,0.3726978302,4
1485994300.35411,246946,0.7169342637,4
1485994302.21634,247646,0.5433334112,4
1485994303.30271,248046,0.7713418007,4
1485994303.82839,248246,0.9476205111,4
1485994304.36842,248446,0.6930468082,4
1485994304.91549,248646,0.8961554766,4
1485994305.18592,248746,0.9608923197,4
1485994305.7322,248946,0.5791125894,4
1485994306.54861,249246,0.8074876666,4
1485994307.0823,249446,0.9756850004,4
1485994307.88026,249746,0.9761441946,4
1485994308.41699,249946,0.6778931022,4
1485994309.21518,250246,0.9688581824,4
1485994309.48573,250346,0.3025458455,4
1485994309.7531,250446,0.8742841482,4
1485994312.42711,251446,0.5288696289,4
1485994312.69013,251546,0.9599689245,4
1485994313.23346,251746,0.6848951578,4
1485994313.50428,251846,0.4195665121,4
1485994313.77393,251946,0.6338406801,4
1485994314.03937,252046,0.9749771357,4
1485994314.84639,252346,0.5776221156,4
1485994315.12207,252446,0.8299212456,4
1485994315.6532,252646,0.9673886299,4
1485994316.45876,252946,0.6578602791,4
1485994316.98601,253146,0.1532514095,4
1485994317.52088,253346,0.3046919107,4
1485994318.06039,253546,0.9632663131,4
1485994320.47287,254446,0.8666719198,4
1485994320.73626,254546,0.7989076972,4
1485994321.53982,254846,0.9628793597,4
1485994322.08339,255046,0.6124236584,4
1485994322.61282,255246,0.7820475101,4
1485994323.15356,255446,0.8276264071,4
1485994323.68375,255646,0.7880879045,4
1485994323.95472,255746,0.5425680876,4
1485994324.75598,256046,0.9289680123,4
1485994326.39064,256646,0.4732422233,4
1485994326.65772,256746,0.9685538411,4
1485994327.72411,257146,0.8011490107,4
1485994328.52354,257446,0.9363301396,4
1485994329.34329,257746,0.4769173265,4
1485994329.88269,257946,0.6630702019,4
1485994330.15329,258046,0.9463831782,4
1485994331.30932,258446,0.8755211234,4
1485994332.40112,258846,0.6759028435,4
1485994333.21484,259146,0.9226853251,4
1485994333.4801,259246,0.6823136806,4
1485994333.7608,259346,0.6186821461,4
1485994334.02992,259446,0.8313341737,4
1485994334.86956,259746,0.8756908774,4
1485994335.94604,260146,0.9749408364,4
1485994336.48022,260346,0.5810078382,4
1485994337.55352,260746,0.9485529661,4
1485994337.82785,260846,0.8992153406,4
1485994338.36864,261046,0.5358749032,4
1485994338.63398,261146,0.7875802517,4
1485994339.98054,261646,0.3205922246,4
1485994340.78084,261946,0.7502336502,4
1485994341.05081,262046,0.8465572,4
1485994341.58982,262246,0.9596114755,4
1485994342.13059,262446,0.5434809923,4
1485994342.66481,262646,0.708812356,4
1485994342.93051,262746,0.6138759851,4
1485994343.73854,263046,0.5587819219,4
1485994344.00123,263146,0.9672157764,4
1485994344.52738,263346,0.6365126371,4
1485994345.33087,263646,0.9068252444,4
1485994345.6055,263746,0.756183207,4
1485994346.14278,263946,0.9711710215,4
1485994347.74097,264546,0.9265806675,4
1485994348.53981,264846,0.5039504766,4
1485994349.35619,265146,0.9707457423,4
1485994349.6179,265246,0.9201842546,4
1485994350.68731,265646,0.5476765633,4
1485994352.31741,266246,0.6291710734,4
1485994355.7999,267546,0.8906310201,4
1485994356.87811,267946,0.8316130638,4
1485994357.42403,268146,0.9487563968,4
1485994358.80384,268646,0.920519352,4
1485994359.61572,268946,0.5725925565,4
1485994360.15098,269146,0.5656736493,4
1485994361.23612,269546,0.1596330404,4
1485994362.56639,270046,0.885584414,4
1485994363.63911,270446,0.8774340153,4
1485994364.70591,270846,0.9231178761,4
1485994365.52944,271146,0.5665090084,4
1485994367.95396,272046,0.8024786115,4
1485994369.5553,272646,0.621932745,4
1485994372.26241,273646,0.9337639809,4
1485994372.53124,273746,0.9721919298,4
1485994372.79282,273846,0.2313248515,4
1485994373.59437,274146,0.606857419,4
1485994373.85926,274246,0.9134270549,4
1485994375.21759,274746,0.9383739829,4
1485994375.75027,274946,0.9663388133,4
1485994376.82564,275346,0.7231084108,4
1485994377.09186,275446,0.7946691513,4
1485994377.36723,275546,0.893630743,4
1485994377.64071,275646,0.9491996765,4
1485994377.90625,275746,0.4219821692,4
1485994378.17395,275846,0.8430930376,4
1485994378.44208,275946,0.9606429338,4
1485994380.5852,276746,0.746505022,4
1485994381.39024,277046,0.8291605711,4
1485994383.00855,277646,0.5825625658,4
1485994386.76835,279046,0.6951333284,4
1485994387.03343,279146,0.3266308308,4
1485994387.30455,279246,0.9687284231,4
1485994389.17032,279946,0.6001905799,4
1485994390.51402,280446,0.5665032864,4
1485994391.31441,280746,0.7425941825,4
1485994391.84852,280946,0.9678487182,4
1485994392.11538,281046,0.1655058265,4
1485994392.38716,281146,0.9189220667,4
1485994392.65127,281246,0.5848456621,4
1485994393.71783,281646,0.9554299712,4
1485994395.87258,282446,0.3301281333,4
1485994396.15148,282546,0.0549550056,4
1485994396.95367,282846,0.8584632874,4
1485994397.50101,283046,0.6177717447,4
1485994397.76989,283146,0.9215285778,4
1485994398.30565,283346,0.9179818034,4
1485994399.65191,283846,0.9416610003,4
1485994401.53085,284546,0.9747025967,4
1485994402.06244,284746,0.9538530111,4
1485994402.88597,285046,0.406842351,4
1485994403.42772,285246,0.8643631935,4
1485994404.75146,285746,0.9678232074,4
1485994405.55848,286046,0.7760263681,4
1485994406.36469,286346,0.2107325792,4
1485994408.75872,287246,0.8608067632,4
1485994409.02794,287346,0.7306259871,4
1485994409.8317,287646,0.9274958372,4
1485994410.65913,287946,0.9009664655,4
1485994411.19355,288146,0.8396327496,4
1485994411.46055,288246,0.5411599874,4
1485994413.04949,288846,0.6978126764,4
1485994413.85439,289146,0.2632049322,4
1485994414.12298,289246,0.9546732903,4
1485994414.66139,289446,0.2222967148,4
1485994415.46265,289746,0.9611539841,4
1485994415.99873,289946,0.8916167021,4
1485994416.53051,290146,0.7412660122,4
1485994417.32838,290446,0.7409995794,4
1485994417.5916,290546,0.808614254,4
1485994417.85701,290646,0.534850359,4
1485994419.72948,291346,0.4405825734,4
1485994421.05396,291846,0.7811499238,4
1485994421.59163,292046,0.8052153587,4
1485994421.85802,292146,0.4440366626,4
1485994422.1254,292246,0.698379159,4
1485994423.20417,292646,0.7020367384,4
1485994423.47265,292746,0.5435878038,4
1485994424.80942,293246,0.9597235918,4
1485994425.09244,293346,0.9176112413,4
1485994426.18185,293746,0.8662999868,4
1485994426.99179,294046,0.806037724,4
1485994427.25838,294146,0.5592346191,4
1485994427.8016,294346,0.5425060987,4
1485994429.67951,295046,0.6151880622,4
1485994429.94936,295146,0.9547021985,4
1485994431.30444,295646,0.6548207998,4
1485994434.50666,296846,0.9741478562,4
1485994435.85607,297346,0.537735343,4
1485994436.39602,297546,0.8537513018,4
1485994436.65611,297646,0.9481048584,4
1485994437.4654,297946,0.9292223454,4
1485994437.73325,298046,0.9663068652,4
1485994440.17613,298946,0.8432055712,4
1485994441.77422,299546,0.9429055452,4
1485994442.84399,299946,0.738427937,4
1485994443.11166,300046,0.9665152431,4
1485994444.1976,300446,0.5912379026,4
1485994444.73053,300646,0.9610455632,4
1485994445.29541,300846,0.5786873102,4
1485994445.84216,301046,0.5849004984,4
1485994446.39263,301246,0.7966541648,4
1485994447.19543,301546,0.7308294177,4
1485994447.45969,301646,0.8441593051,4
1485994447.72721,301746,0.8407560587,4
1485994448.51813,302046,0.97188586,4
1485992848.64599,401,0.483535409,8
1485992849.5538,601,0.0420004725,8
1485992850.00013,701,0.1775747538,8
1485992850.88407,901,0.1011887789,8
1485992851.77586,1101,-0.0391486883,8
1485992852.2233,1201,0.0971520543,8
1485992852.66291,1301,0.0677779317,8
1485992853.10897,1401,0.1083016992,8
1485992853.55369,1501,0.0942631364,8
1485992854.00435,1601,0.0278639793,8
1485992854.45476,1701,0.0564966202,8
1485992854.90579,1801,0.0573438406,8
1485992855.35485,1901,0.0222385526,8
1485992855.80848,2001,-0.0074599981,8
1485992856.25804,2101,0.057090342,8
1485992857.14577,2301,0.0652109385,8
1485992858.03504,2501,0.1989542246,8
1485992858.47544,2601,0.0833393335,8
1485992860.69565,3101,0.1544458866,8
1485992861.1461,3201,0.1972039342,8
1485992861.59334,3301,0.1653799415,8
1485992862.04414,3401,0.1587691307,8
1485992862.49047,3501,0.0622652173,8
1485992863.3872,3701,0.3243146539,8
1485992864.72417,4001,0.321973145,8
1485992865.17757,4101,0.2541393638,8
1485992866.07261,4301,0.3077979088,8
1485992866.52162,4401,0.3573279381,8
1485992866.96972,4501,0.4813529253,8
1485992867.41779,4601,0.4016048908,8
1485992868.31443,4801,0.2482905984,8
1485992869.20167,5001,0.4359049797,8
1485992869.64474,5101,0.4419621229,8
1485992870.98998,5401,0.2941863537,8
1485992871.43551,5501,0.9791520238,8
1485992871.88158,5601,0.33454597,8
1485992872.34506,5701,0.5550990105,8
1485992872.77853,5801,0.2557299733,8
1485992874.13059,6101,0.4235658646,8
1485992874.57738,6201,0.3354907632,8
1485992875.46866,6401,0.3593451381,8
1485992875.91974,6501,0.441588819,8
1485992876.36738,6601,0.43838799,8
1485992876.80125,6701,0.5336791277,8
1485992877.25093,6801,0.4187111259,8
1485992877.69216,6901,0.4264611006,8
1485992878.1451,7001,0.4155938625,8
1485992879.03971,7201,0.2524363399,8
1485992879.48795,7301,0.4586904049,8
1485992879.93205,7401,0.5773977041,8
1485992880.37664,7501,0.4480444193,8
1485992881.25994,7701,0.6274409294,8
1485992882.15027,7901,0.2460243702,8
1485992882.6024,8001,0.2663401961,8
1485992883.4996,8201,0.2426249981,8
1485992883.94619,8301,0.4110013843,8
1485992884.82915,8501,0.3590871692,8
1485992885.27554,8601,0.2852908969,8
1485992885.71982,8701,0.3558980227,8
1485992886.16316,8801,0.7922914028,8
1485992886.60643,8901,0.4279305935,8
1485992887.05542,9001,0.4670695066,8
1485992887.94656,9201,0.6290166378,8
1485992888.39197,9301,0.5591984987,8
1485992888.82769,9401,0.3501947522,8
1485992889.27056,9501,0.4234519601,8
1485992891.50629,10001,0.2671980262,8
1485992891.95261,10101,0.8155392408,8
1485992892.84096,10301,0.549736917,8
1485992893.74751,10501,0.3042774796,8
1485992894.19746,10601,0.778614223,8
1485992894.65355,10701,0.4628575444,8
1485992897.7807,11401,0.6261973977,8
1485992899.12091,11701,0.5994307995,8
1485992900.02799,11901,0.4824646115,8
1485992900.4742,12001,0.9180316925,8
1485992900.91048,12101,0.6104006767,8
1485992902.68713,12501,0.5506392717,8
1485992903.13587,12601,0.6404051781,8
1485992903.57994,12701,0.5417556763,8
1485992904.02238,12801,0.5303939581,8
1485992904.90275,13001,0.6432678699,8
1485992905.34774,13101,0.5343328714,8
1485992906.6901,13401,0.6025685668,8
1485992908.02962,13701,0.5240141153,8
1485992908.4731,13801,0.5125163794,8
1485992909.36142,14001,0.601053834,8
1485992910.25975,14201,0.2433751822,8
1485992910.7089,14301,0.53403759,8
1485992911.15477,14401,0.746809423,8
1485992911.59572,14501,0.7097139359,8
1485992912.0408,14601,0.6506909132,8
1485992912.48115,14701,0.5474184752,8
1485992913.3646,14901,0.3247918487,8
1485992913.81082,15001,0.4389406443,8
1485992914.25568,15101,0.749928236,8
1485992915.58212,15401,0.5330350399,8
1485992916.02824,15501,0.5357014537,8
1485992916.47131,15601,0.5792201757,8
1485992917.36055,15801,0.9427580237,8
1485992917.80795,15901,0.7906032801,8
1485992918.26598,16001,0.6952379942,8
1485992919.16571,16201,0.7160964608,8
1485992919.6076,16301,0.3129502535,8
1485992920.49989,16501,0.4946632385,8
1485992920.93945,16601,0.679872036,8
1485992921.83428,16801,0.7659785151,8
1485992922.28409,16901,0.7127180099,8
1485992922.73309,17001,0.8912474513,8
1485992923.62811,17201,0.4999921918,8
1485992925.40328,17601,0.9244019985,8
1485992925.8494,17701,0.7369104624,8
1485992926.29887,17801,0.6837025881,8
1485992926.73934,17901,0.7060216665,8
1485992927.64682,18101,0.8752377033,8
1485992928.09428,18201,0.7186995149,8
1485992928.97745,18401,0.5900985003,8
1485992929.86825,18601,0.8113000989,8
1485992930.31123,18701,0.6231406927,8
1485992930.75052,18801,0.2121840715,8
1485992931.19868,18901,0.7485972643,8
1485992932.09806,19101,0.6848285794,8
1485992932.53995,19201,0.5492454767,8
1485992935.65663,19901,0.742546916,8
1485992937.4372,20301,0.4329447746,8
1485992938.77951,20601,0.4628435373,8
1485992939.22941,20701,0.547405839,8
1485992939.67557,20801,0.7039656639,8
1485992940.12052,20901,0.5899680257,8
1485992941.91444,21301,0.6949546337,8
1485992942.36794,21401,0.6527084112,8
1485992942.81599,21501,0.6231510639,8
1485992943.26278,21601,0.7355651855,8
1485992944.60874,21901,0.6345990896,8
1485992945.05652,22001,0.6469287276,8
1485992945.50327,22101,0.3853242397,8
1485992945.95391,22201,0.8665931225,8
1485992946.40273,22301,0.8093124628,8
1485992946.85165,22401,0.3221539855,8
1485992947.74847,22601,0.7166713476,8
1485992948.19456,22701,0.4264461994,8
1485992948.63746,22801,0.7062094808,8
1485992949.52809,23001,0.6559588909,8
1485992949.97001,23101,0.9173624516,8
1485992950.41879,23201,0.7912395597,8
1485992950.86184,23301,0.7100018859,8
1485992951.31819,23401,0.5630655289,8
1485992951.7618,23501,0.6372965574,8
1485992953.09236,23801,0.6013985872,8
1485992953.53819,23901,0.4095263481,8
1485992954.43826,24101,0.738258481,8
1485992956.22317,24501,0.5961783528,8
1485992956.66075,24601,0.6863426566,8
1485992957.5603,24801,0.7366096377,8
1485992958.01078,24901,0.7654932737,8
1485992958.46405,25001,0.6906437874,8
1485992958.90981,25101,0.6490123272,8
1485992959.35756,25201,0.7565550804,8
1485992959.80228,25301,0.8392505646,8
1485992961.12403,25601,0.7103404999,8
1485992962.46481,25901,0.627738595,8
1485992962.90796,26001,0.5224629641,8
1485992963.3494,26101,0.1724211574,8
1485992963.79285,26201,0.7250653505,8
1485992964.67507,26401,0.7501419187,8
1485992966.46305,26801,0.8081070185,8
1485992967.35635,27001,0.5032613277,8
1485992968.25014,27201,0.6220901012,8
1485992968.69426,27301,0.7884815931,8
1485992969.13751,27401,0.6964612007,8
1485992969.58462,27501,0.837233901,8
1485992970.03489,27601,0.7691972256,8
1485992970.92482,27801,0.7160696983,8
1485992971.37013,27901,0.695551157,8
1485992972.27025,28101,0.6960737705,8
1485992973.15206,28301,0.6841319799,8
1485992974.05422,28501,0.7384513617,8
1485992976.30233,29001,0.7239900827,8
1485992977.17907,29201,0.6605838537,8
1485992977.62363,29301,0.4540011287,8
1485992978.51977,29501,0.7479799986,8
1485992978.96303,29601,0.6941429377,8
1485992979.41323,29701,0.645450592,8
1485992979.85928,29801,0.675737977,8
1485992980.31044,29901,0.6010521054,8
1485992980.7498,30001,0.6691904068,8
1485992981.19938,30101,0.7969914675,8
1485992981.65123,30201,0.6704061031,8
1485992982.10514,30301,0.7274835706,8
1485992982.55019,30401,0.5303427577,8
1485992984.35745,30801,0.695248723,8
1485992984.7938,30901,0.4383006096,8
1485992985.68748,31101,0.6662321687,8
1485992987.03268,31401,0.3861231804,8
1485992988.81312,31801,0.9563910365,8
1485992989.26122,31901,0.7610706687,8
1485992989.7152,32001,0.6848501563,8
1485992990.16726,32101,0.6942541003,8
1485992991.05912,32301,0.45586133,8
1485992991.50763,32401,0.7078958154,8
1485992991.95402,32501,0.4539974332,8
1485992992.40373,32601,0.7242490053,8
1485992992.83881,32701,0.6865705252,8
1485992993.28678,32801,0.5880362391,8
1485992994.63629,33101,0.848105073,8
1485992995.08688,33201,0.8272203803,8
1485992995.98587,33401,0.6355023384,8
1485992996.8753,33601,0.8301595449,8
1485992997.76908,33801,0.7467652559,8
1485992998.67519,34001,0.8496109843,8
1485992999.58169,34201,0.5806136131,8
1485993000.02192,34301,0.6854456663,8
1485993000.46256,34401,0.646307528,8
1485993000.89837,34501,0.7890888453,8
1485993001.34773,34601,0.743473649,8
1485993001.7916,34701,0.9361473918,8
1485993002.23553,34801,0.6957976818,8
1485993002.68002,34901,0.6896610856,8
1485993003.12599,35001,0.6753846407,8
1485993004.01594,35201,0.8478422761,8
1485993004.89355,35401,0.6037808657,8
1485993005.35216,35501,0.6829699278,8
1485993006.2338,35701,0.6269609928,8
1485993007.12607,35901,0.7336876988,8
1485993007.56985,36001,0.7153767347,8
1485993008.00966,36101,0.5441042185,8
1485993008.46338,36201,0.6655728817,8
1485993008.89981,36301,0.7560576797,8
1485993009.34599,36401,0.6570836306,8
1485993009.79097,36501,0.6769402027,8
1485993010.24743,36601,0.4640757442,8
1485993010.69956,36701,0.8269028664,8
1485993011.14773,36801,0.6817415953,8
1485993011.58195,36901,0.9076215625,8
1485993012.51398,37101,0.795180738,8
1485993012.98363,37201,0.7817403078,8
1485993013.86776,37401,0.8267518282,8
1485993014.76093,37601,0.6090630293,8
1485993015.21065,37701,0.7893958688,8
1485993015.65543,37801,0.9542613029,8
1485993016.09833,37901,0.7034336329,8
1485993016.54541,38001,0.6057875156,8
1485993017.42882,38201,0.2868695259,8
1485993017.86718,38301,0.7196758389,8
1485993018.76036,38501,0.9147292972,8
1485993019.20567,38601,0.6661497355,8
1485993019.6472,38701,0.6817974448,8
1485993020.09368,38801,0.7535904646,8
1485993020.54134,38901,0.7995537519,8
1485993021.43094,39101,0.9257022142,8
1485993021.87207,39201,0.7191894054,8
1485993022.32218,39301,0.8519480228,8
1485993022.76571,39401,0.7444129586,8
1485993024.98423,39901,0.6325428486,8
1485993025.43331,40001,0.6632695198,8
1485993026.75751,40301,0.4909548759,8
1485993027.21098,40401,0.8096302748,8
1485993028.09145,40601,0.6411856413,8
1485993028.53408,40701,0.9035638571,8
1485993029.42337,40901,0.8563700914,8
1485993030.31931,41101,0.7020061612,8
1485993032.55026,41601,0.9396044016,8
1485993032.98711,41701,0.6970590949,8
1485993034.32154,42001,0.6710910201,8
1485993034.76573,42101,0.4783676863,8
1485993035.20843,42201,0.6972866058,8
1485993035.65223,42301,0.699834466,8
1485993036.09465,42401,0.7026355267,8
1485993036.53808,42501,0.4844358563,8
1485993037.4223,42701,0.5284819603,8
1485993038.32887,42901,0.7318640351,8
1485993039.21595,43101,0.4658079147,8
1485993040.09989,43301,0.6464722753,8
1485993041.42592,43601,0.7220884562,8
1485993041.87193,43701,0.7345844507,8
1485993043.2176,44001,0.8169952631,8
1485993043.66237,44101,0.4447382689,8
1485993044.10833,44201,0.81701231,8
1485993044.55246,44301,0.791377008,8
1485993045.44285,44501,0.7160624266,8
1485993045.88846,44601,0.7474473119,8
1485993047.22374,44901,0.6101561785,8
1485993047.67085,45001,0.7025219202,8
1485993048.56308,45201,0.6659626961,8
1485993049.88625,45501,0.8068874478,8
1485993051.21386,45801,0.6194443703,8
1485993051.66096,45901,0.772388339,8
1485993052.10561,46001,0.4049265385,8
1485993052.54344,46101,0.9315987825,8
1485993052.97618,46201,0.6418966055,8
1485993053.86117,46401,0.9460683465,8
1485993054.30813,46501,0.8101118803,8
1485993054.75172,46601,0.8415929079,8
1485993055.20569,46701,0.9798498154,8
1485993055.65682,46801,0.7254152298,8
1485993056.11087,46901,0.8496961594,8
1485993056.55287,47001,0.9478242993,8
1485993057.43765,47201,0.873277843,8
1485993058.32463,47401,0.5764701366,8
1485993058.76872,47501,0.8187502623,8
1485993060.11373,47801,0.7878286242,8
1485993060.55344,47901,0.6519584656,8
1485993062.34536,48301,0.7179554701,8
1485993063.66917,48601,0.9082334042,8
1485993064.11483,48701,0.6030921936,8
1485993064.99929,48901,0.6411474347,8
1485993065.45285,49001,0.7658308148,8
1485993066.34128,49201,0.386284411,8
1485993067.23945,49401,0.7940483093,8
1485993068.57137,49701,0.7771268487,8
1485993069.01038,49801,0.9250891805,8
1485993069.90308,50001,0.6431711912,8
1485993071.67395,50401,0.8244388103,8
1485993072.99272,50701,0.8291546106,8
1485993073.4412,50801,0.8195849657,8
1485993073.88529,50901,0.7900326252,8
1485993074.34067,51001,0.7261532545,8
1485993074.78299,51101,0.9534975886,8
1485993075.22717,51201,0.953219831,8
1485993075.67217,51301,0.748634398,8
1485993076.5586,51501,0.2495052218,8
1485993076.99275,51601,0.9466406107,8
1485993077.438,51701,0.8187512159,8
1485993077.87713,51801,0.7455585003,8
1485993078.329,51901,0.5332708359,8
1485993078.78056,52001,0.7614299059,8
1485993079.23436,52101,0.5870835185,8
1485993080.99803,52501,0.9362459779,8
1485993081.44369,52601,0.9384180903,8
1485993084.12322,53201,0.3944582939,8
1485993085.01165,53401,0.5864260793,8
1485993085.46377,53501,0.8813551664,8
1485993085.90736,53601,0.7888969779,8
1485993086.35544,53701,0.7150783539,8
1485993086.79766,53801,0.8394665718,8
1485993087.24277,53901,0.4734606147,8
1485993087.68414,54001,0.6074647307,8
1485993088.12033,54101,0.5767643452,8
1485993088.55769,54201,0.7776622176,8
1485993088.99489,54301,0.9549931288,8
1485993089.44289,54401,0.7382298708,8
1485993089.89047,54501,0.7408317327,8
1485993090.33708,54601,0.7181999683,8
1485993090.78006,54701,0.5531618595,8
1485993091.22895,54801,0.7368730307,8
1485993091.67085,54901,0.9364694357,8
1485993092.12273,55001,0.8094926476,8
1485993093.00157,55201,0.7476426363,8
1485993093.44677,55301,0.3210675716,8
1485993093.88822,55401,0.808991313,8
1485993094.7753,55601,0.6273007989,8
1485993095.66192,55801,0.8436558247,8
1485993096.55237,56001,0.5839880705,8
1485993096.98827,56101,0.7058659792,8
1485993098.3272,56401,0.6034495234,8
1485993098.77045,56501,0.8483068943,8
1485993099.2161,56601,0.7593580484,8
1485993100.09418,56801,0.6467605829,8
1485993100.53489,56901,0.5520583987,8
1485993100.97583,57001,0.6577484012,8
1485993101.87387,57201,0.9725653529,8
1485993102.76462,57401,0.5242177248,8
1485993103.20714,57501,0.7065802813,8
1485993104.08694,57701,0.5120866299,8
1485993104.52799,57801,0.858720243,8
1485993104.95825,57901,0.7659759521,8
1485993105.40738,58001,0.8077219129,8
1485993105.84968,58101,0.6728321314,8
1485993106.30162,58201,0.7108807564,8
1485993106.73772,58301,0.9261792898,8
1485993107.17858,58401,0.5143450499,8
1485993107.61808,58501,0.8836921453,8
1485993108.50304,58701,0.7348173857,8
1485993108.93544,58801,0.4660609365,8
1485993109.38073,58901,0.803473711,8
1485993110.71788,59201,0.9293634295,8
1485993111.16311,59301,0.7566039562,8
1485993111.60257,59401,0.4751777649,8
1485993112.48792,59601,0.6533069611,8
1485993112.91858,59701,0.6268170476,8
1485993113.3659,59801,0.7790933847,8
1485993113.80854,59901,0.9550870657,8
1485993114.68995,60101,0.8315333128,8
1485993115.5761,60301,0.9777528048,8
1485993116.02293,60401,0.8118582368,8
1485993116.46489,60501,0.7707268,8
1485993117.34097,60701,0.7019793987,8
1485993118.22438,60901,0.8976048827,8
1485993119.11257,61101,0.866094172,8
1485993119.55715,61201,0.8978435397,8
1485993119.99689,61301,0.292443037,8
1485993121.32547,61601,0.5518604517,8
1485993123.1168,62001,0.7253193855,8
1485993123.55898,62101,0.6575984955,8
1485993123.99805,62201,0.7324997187,8
1485993124.44385,62301,0.7816237211,8
1485993124.87946,62401,0.7879681587,8
1485993125.76818,62601,0.9489305019,8
1485993126.21435,62701,0.8051522374,8
1485993127.53784,63001,0.7721163034,8
1485993127.98196,63101,0.9532281756,8
